TicketID,TruckModel,Region,Priority,Subject,Description,Category
DT01076,Actros,India,Medium,Warranty,Warranty approval request pending,Warranty
DT01077,Arocs,Germany,High,Warranty,Warranty claim status not updated,Warranty
DT01078,Atego,USA,Low,Warranty,Warranty coverage validation required,Warranty
DT01079,eActros,Brazil,Medium,Warranty,Warranty reimbursement delayed,Warranty
DT01080,Axor,South Africa,High,Warranty,Warranty documentation missing,Warranty
DT01081,Actros,India,Low,Warranty,Warranty approval request pending,Warranty
DT01082,Arocs,Germany,Medium,Warranty,Warranty claim status not updated,Warranty
DT01083,Atego,USA,High,Warranty,Warranty coverage validation required,Warranty
DT01084,eActros,Brazil,Low,Warranty,Warranty reimbursement delayed,Warranty
DT01085,Axor,South Africa,Medium,Warranty,Warranty documentation missing,Warranty
DT01086,Actros,India,High,Warranty,Warranty approval request pending,Warranty
DT01087,Arocs,Germany,Low,Warranty,Warranty claim status not updated,Warranty
DT01088,Atego,USA,Medium,Warranty,Warranty coverage validation required,Warranty
DT01089,eActros,Brazil,High,Warranty,Warranty reimbursement delayed,Warranty
DT01090,Axor,South Africa,Low,Warranty,Warranty documentation missing,Warranty
DT01091,Actros,India,Medium,Warranty,Warranty approval request pending,Warranty
DT01092,Arocs,Germany,High,Warranty,Warranty claim status not updated,Warranty
DT01093,Atego,USA,Low,Warranty,Warranty coverage validation required,Warranty
DT01094,eActros,Brazil,Medium,Warranty,Warranty reimbursement delayed,Warranty
DT01095,Axor,South Africa,High,Warranty,Warranty documentation missing,Warranty
DT01096,Actros,India,Low,Warranty,Warranty approval request pending,Warranty
DT01097,Arocs,Germany,Medium,Warranty,Warranty claim status not updated,Warranty
DT01098,Atego,USA,High,Warranty,Warranty coverage validation required,Warranty
DT01099,eActros,Brazil,Low,Warranty,Warranty reimbursement delayed,Warranty
DT01100,Axor,South Africa,Medium,Warranty,Warranty documentation missing,Warranty
DT01101,Actros,India,High,Warranty,Warranty approval request pending,Warranty
DT01102,Arocs,Germany,Low,Warranty,Warranty claim status not updated,Warranty
DT01103,Atego,USA,Medium,Warranty,Warranty coverage validation required,Warranty
DT01104,eActros,Brazil,High,Warranty,Warranty reimbursement delayed,Warranty
DT01105,Axor,South Africa,Low,Warranty,Warranty documentation missing,Warranty
DT01106,Actros,India,Medium,Warranty,Warranty approval request pending,Warranty
DT01107,Arocs,Germany,High,Warranty,Warranty claim status not updated,Warranty
DT01108,Atego,USA,Low,Warranty,Warranty coverage validation required,Warranty
DT01109,eActros,Brazil,Medium,Warranty,Warranty reimbursement delayed,Warranty
DT01110,Axor,South Africa,High,Warranty,Warranty documentation missing,Warranty
DT01111,Actros,India,Low,Warranty,Warranty approval request pending,Warranty
DT01112,Arocs,Germany,Medium,Warranty,Warranty claim status not updated,Warranty
DT01113,Atego,USA,High,Warranty,Warranty coverage validation required,Warranty
DT01114,eActros,Brazil,Low,Warranty,Warranty reimbursement delayed,Warranty
DT01115,Axor,South Africa,Medium,Warranty,Warranty documentation missing,Warranty
DT01116,Actros,India,High,Warranty,Warranty approval request pending,Warranty
DT01117,Arocs,Germany,Low,Warranty,Warranty claim status not updated,Warranty
DT01118,Atego,USA,Medium,Warranty,Warranty coverage validation required,Warranty
DT01119,eActros,Brazil,High,Warranty,Warranty reimbursement delayed,Warranty
DT01120,Axor,South Africa,Low,Warranty,Warranty documentation missing,Warranty
DT01121,Actros,India,Medium,Warranty,Warranty approval request pending,Warranty
DT01122,Arocs,Germany,High,Warranty,Warranty claim status not updated,Warranty
DT01123,Atego,USA,Low,Warranty,Warranty coverage validation required,Warranty
DT01124,eActros,Brazil,Medium,Warranty,Warranty reimbursement delayed,Warranty
DT01125,Axor,South Africa,High,Warranty,Warranty documentation missing,Warranty
DT01126,Actros,India,Low,Warranty,Warranty approval request pending,Warranty
DT01127,Arocs,Germany,Medium,Warranty,Warranty claim status not updated,Warranty
DT01128,Atego,USA,High,Warranty,Warranty coverage validation required,Warranty
DT01129,eActros,Brazil,Low,Warranty,Warranty reimbursement delayed,Warranty
DT01130,Axor,South Africa,Medium,Warranty,Warranty documentation missing,Warranty
DT01131,Actros,India,High,Warranty,Warranty approval request pending,Warranty
DT01132,Arocs,Germany,Low,Warranty,Warranty claim status not updated,Warranty
DT01133,Atego,USA,Medium,Warranty,Warranty coverage validation required,Warranty
DT01134,eActros,Brazil,High,Warranty,Warranty reimbursement delayed,Warranty
DT01135,Axor,South Africa,Low,Warranty,Warranty documentation missing,Warranty
DT01136,Actros,India,Medium,Warranty,Warranty approval request pending,Warranty
DT01137,Arocs,Germany,High,Warranty,Warranty claim status not updated,Warranty
DT01138,Atego,USA,Low,Warranty,Warranty coverage validation required,Warranty
DT01139,eActros,Brazil,Medium,Warranty,Warranty reimbursement delayed,Warranty
DT01140,Axor,South Africa,High,Warranty,Warranty documentation missing,Warranty
DT01141,Actros,India,Low,Warranty,Warranty approval request pending,Warranty
DT01142,Arocs,Germany,Medium,Warranty,Warranty claim status not updated,Warranty
DT01143,Atego,USA,High,Warranty,Warranty coverage validation required,Warranty
DT01144,eActros,Brazil,Low,Warranty,Warranty reimbursement delayed,Warranty
DT01145,Axor,South Africa,Medium,Warranty,Warranty documentation missing,Warranty
DT01146,Actros,India,High,Warranty,Warranty approval request pending,Warranty
DT01147,Arocs,Germany,Low,Warranty,Warranty claim status not updated,Warranty
DT01148,Atego,USA,Medium,Warranty,Warranty coverage validation required,Warranty
DT01149,eActros,Brazil,High,Warranty,Warranty reimbursement delayed,Warranty
DT01150,Axor,South Africa,Low,Warranty,Warranty documentation missing,Warranty
DT01151,Actros,India,Medium,Warranty,Warranty approval request pending,Warranty
DT01152,Arocs,Germany,High,Warranty,Warranty claim status not updated,Warranty
DT01153,Atego,USA,Low,Warranty,Warranty coverage validation required,Warranty
DT01154,eActros,Brazil,Medium,Warranty,Warranty reimbursement delayed,Warranty
DT01155,Axor,South Africa,High,Warranty,Warranty documentation missing,Warranty
DT01156,Actros,India,Low,Warranty,Warranty approval request pending,Warranty
DT01157,Arocs,Germany,Medium,Warranty,Warranty claim status not updated,Warranty
DT01158,Atego,USA,High,Warranty,Warranty coverage validation required,Warranty
DT01159,eActros,Brazil,Low,Warranty,Warranty reimbursement delayed,Warranty
DT01160,Axor,South Africa,Medium,Warranty,Warranty documentation missing,Warranty
DT01161,Actros,India,High,Warranty,Warranty approval request pending,Warranty
DT01162,Arocs,Germany,Low,Warranty,Warranty claim status not updated,Warranty
DT01163,Atego,USA,Medium,Warranty,Warranty coverage validation required,Warranty
DT01164,eActros,Brazil,High,Warranty,Warranty reimbursement delayed,Warranty
DT01165,Axor,South Africa,Low,Warranty,Warranty documentation missing,Warranty
DT01166,Actros,India,Medium,Warranty,Warranty approval request pending,Warranty
DT01167,Arocs,Germany,High,Warranty,Warranty claim status not updated,Warranty
DT01168,Atego,USA,Low,Warranty,Warranty coverage validation required,Warranty
DT01169,eActros,Brazil,Medium,Warranty,Warranty reimbursement delayed,Warranty
DT01170,Axor,South Africa,High,Warranty,Warranty documentation missing,Warranty
DT01171,Actros,India,Low,Warranty,Warranty approval request pending,Warranty
DT01172,Arocs,Germany,Medium,Warranty,Warranty claim status not updated,Warranty
DT01173,Atego,USA,High,Warranty,Warranty coverage validation required,Warranty
DT01174,eActros,Brazil,Low,Warranty,Warranty reimbursement delayed,Warranty
DT01175,Axor,South Africa,Medium,Warranty,Warranty documentation missing,Warranty
DT01176,Actros,India,High,Warranty,Warranty approval request pending,Warranty
DT01177,Arocs,Germany,Low,Warranty,Warranty claim status not updated,Warranty
DT01178,Atego,USA,Medium,Warranty,Warranty coverage validation required,Warranty
DT01179,eActros,Brazil,High,Warranty,Warranty reimbursement delayed,Warranty
DT01180,Axor,South Africa,Low,Warranty,Warranty documentation missing,Warranty
DT01181,Actros,India,Medium,Warranty,Warranty approval request pending,Warranty
DT01182,Arocs,Germany,High,Warranty,Warranty claim status not updated,Warranty
DT01183,Atego,USA,Low,Warranty,Warranty coverage validation required,Warranty
DT01184,eActros,Brazil,Medium,Warranty,Warranty reimbursement delayed,Warranty
DT01185,Axor,South Africa,High,Warranty,Warranty documentation missing,Warranty
DT01186,Actros,India,Low,Warranty,Warranty approval request pending,Warranty
DT01187,Arocs,Germany,Medium,Warranty,Warranty claim status not updated,Warranty
DT01188,Atego,USA,High,Warranty,Warranty coverage validation required,Warranty
DT01189,eActros,Brazil,Low,Warranty,Warranty reimbursement delayed,Warranty
DT01190,Axor,South Africa,Medium,Warranty,Warranty documentation missing,Warranty
DT01191,Actros,India,High,Warranty,Warranty approval request pending,Warranty
DT01192,Arocs,Germany,Low,Warranty,Warranty claim status not updated,Warranty
DT01193,Atego,USA,Medium,Warranty,Warranty coverage validation required,Warranty
DT01194,eActros,Brazil,High,Warranty,Warranty reimbursement delayed,Warranty
DT01195,Axor,South Africa,Low,Warranty,Warranty documentation missing,Warranty
DT01196,Actros,India,Medium,Warranty,Warranty approval request pending,Warranty
DT01197,Arocs,Germany,High,Warranty,Warranty claim status not updated,Warranty
DT01198,Atego,USA,Low,Warranty,Warranty coverage validation required,Warranty
DT01199,eActros,Brazil,Medium,Warranty,Warranty reimbursement delayed,Warranty
DT01200,Axor,South Africa,High,Warranty,Warranty documentation missing,Warranty
DT01201,Actros,India,Low,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01202,Arocs,Germany,Medium,Maintenance,Service reminder notification received,Maintenance
DT01203,Atego,USA,High,Maintenance,Maintenance work order creation failed,Maintenance
DT01204,eActros,Brazil,Low,Maintenance,Vehicle due for scheduled service,Maintenance
DT01205,Axor,South Africa,Medium,Maintenance,Inspection checklist unavailable,Maintenance
DT01206,Actros,India,High,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01207,Arocs,Germany,Low,Maintenance,Service reminder notification received,Maintenance
DT01208,Atego,USA,Medium,Maintenance,Maintenance work order creation failed,Maintenance
DT01209,eActros,Brazil,High,Maintenance,Vehicle due for scheduled service,Maintenance
DT01210,Axor,South Africa,Low,Maintenance,Inspection checklist unavailable,Maintenance
DT01211,Actros,India,Medium,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01212,Arocs,Germany,High,Maintenance,Service reminder notification received,Maintenance
DT01213,Atego,USA,Low,Maintenance,Maintenance work order creation failed,Maintenance
DT01214,eActros,Brazil,Medium,Maintenance,Vehicle due for scheduled service,Maintenance
DT01215,Axor,South Africa,High,Maintenance,Inspection checklist unavailable,Maintenance
DT01216,Actros,India,Low,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01217,Arocs,Germany,Medium,Maintenance,Service reminder notification received,Maintenance
DT01218,Atego,USA,High,Maintenance,Maintenance work order creation failed,Maintenance
DT01219,eActros,Brazil,Low,Maintenance,Vehicle due for scheduled service,Maintenance
DT01220,Axor,South Africa,Medium,Maintenance,Inspection checklist unavailable,Maintenance
DT01221,Actros,India,High,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01222,Arocs,Germany,Low,Maintenance,Service reminder notification received,Maintenance
DT01223,Atego,USA,Medium,Maintenance,Maintenance work order creation failed,Maintenance
DT01224,eActros,Brazil,High,Maintenance,Vehicle due for scheduled service,Maintenance
DT01225,Axor,South Africa,Low,Maintenance,Inspection checklist unavailable,Maintenance
DT01226,Actros,India,Medium,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01227,Arocs,Germany,High,Maintenance,Service reminder notification received,Maintenance
DT01228,Atego,USA,Low,Maintenance,Maintenance work order creation failed,Maintenance
DT01229,eActros,Brazil,Medium,Maintenance,Vehicle due for scheduled service,Maintenance
DT01230,Axor,South Africa,High,Maintenance,Inspection checklist unavailable,Maintenance
DT01231,Actros,India,Low,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01232,Arocs,Germany,Medium,Maintenance,Service reminder notification received,Maintenance
DT01233,Atego,USA,High,Maintenance,Maintenance work order creation failed,Maintenance
DT01234,eActros,Brazil,Low,Maintenance,Vehicle due for scheduled service,Maintenance
DT01235,Axor,South Africa,Medium,Maintenance,Inspection checklist unavailable,Maintenance
DT01236,Actros,India,High,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01237,Arocs,Germany,Low,Maintenance,Service reminder notification received,Maintenance
DT01238,Atego,USA,Medium,Maintenance,Maintenance work order creation failed,Maintenance
DT01239,eActros,Brazil,High,Maintenance,Vehicle due for scheduled service,Maintenance
DT01240,Axor,South Africa,Low,Maintenance,Inspection checklist unavailable,Maintenance
DT01241,Actros,India,Medium,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01242,Arocs,Germany,High,Maintenance,Service reminder notification received,Maintenance
DT01243,Atego,USA,Low,Maintenance,Maintenance work order creation failed,Maintenance
DT01244,eActros,Brazil,Medium,Maintenance,Vehicle due for scheduled service,Maintenance
DT01245,Axor,South Africa,High,Maintenance,Inspection checklist unavailable,Maintenance
DT01246,Actros,India,Low,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01247,Arocs,Germany,Medium,Maintenance,Service reminder notification received,Maintenance
DT01248,Atego,USA,High,Maintenance,Maintenance work order creation failed,Maintenance
DT01249,eActros,Brazil,Low,Maintenance,Vehicle due for scheduled service,Maintenance
DT01250,Axor,South Africa,Medium,Maintenance,Inspection checklist unavailable,Maintenance
DT01251,Actros,India,High,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01252,Arocs,Germany,Low,Maintenance,Service reminder notification received,Maintenance
DT01253,Atego,USA,Medium,Maintenance,Maintenance work order creation failed,Maintenance
DT01254,eActros,Brazil,High,Maintenance,Vehicle due for scheduled service,Maintenance
DT01255,Axor,South Africa,Low,Maintenance,Inspection checklist unavailable,Maintenance
DT01256,Actros,India,Medium,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01257,Arocs,Germany,High,Maintenance,Service reminder notification received,Maintenance
DT01258,Atego,USA,Low,Maintenance,Maintenance work order creation failed,Maintenance
DT01259,eActros,Brazil,Medium,Maintenance,Vehicle due for scheduled service,Maintenance
DT01260,Axor,South Africa,High,Maintenance,Inspection checklist unavailable,Maintenance
DT01261,Actros,India,Low,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01262,Arocs,Germany,Medium,Maintenance,Service reminder notification received,Maintenance
DT01263,Atego,USA,High,Maintenance,Maintenance work order creation failed,Maintenance
DT01264,eActros,Brazil,Low,Maintenance,Vehicle due for scheduled service,Maintenance
DT01265,Axor,South Africa,Medium,Maintenance,Inspection checklist unavailable,Maintenance
DT01266,Actros,India,High,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01267,Arocs,Germany,Low,Maintenance,Service reminder notification received,Maintenance
DT01268,Atego,USA,Medium,Maintenance,Maintenance work order creation failed,Maintenance
DT01269,eActros,Brazil,High,Maintenance,Vehicle due for scheduled service,Maintenance
DT01270,Axor,South Africa,Low,Maintenance,Inspection checklist unavailable,Maintenance
DT01271,Actros,India,Medium,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01272,Arocs,Germany,High,Maintenance,Service reminder notification received,Maintenance
DT01273,Atego,USA,Low,Maintenance,Maintenance work order creation failed,Maintenance
DT01274,eActros,Brazil,Medium,Maintenance,Vehicle due for scheduled service,Maintenance
DT01275,Axor,South Africa,High,Maintenance,Inspection checklist unavailable,Maintenance
DT01276,Actros,India,Low,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01277,Arocs,Germany,Medium,Maintenance,Service reminder notification received,Maintenance
DT01278,Atego,USA,High,Maintenance,Maintenance work order creation failed,Maintenance
DT01279,eActros,Brazil,Low,Maintenance,Vehicle due for scheduled service,Maintenance
DT01280,Axor,South Africa,Medium,Maintenance,Inspection checklist unavailable,Maintenance
DT01281,Actros,India,High,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01282,Arocs,Germany,Low,Maintenance,Service reminder notification received,Maintenance
DT01283,Atego,USA,Medium,Maintenance,Maintenance work order creation failed,Maintenance
DT01284,eActros,Brazil,High,Maintenance,Vehicle due for scheduled service,Maintenance
DT01285,Axor,South Africa,Low,Maintenance,Inspection checklist unavailable,Maintenance
DT01286,Actros,India,Medium,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01287,Arocs,Germany,High,Maintenance,Service reminder notification received,Maintenance
DT01288,Atego,USA,Low,Maintenance,Maintenance work order creation failed,Maintenance
DT01289,eActros,Brazil,Medium,Maintenance,Vehicle due for scheduled service,Maintenance
DT01290,Axor,South Africa,High,Maintenance,Inspection checklist unavailable,Maintenance
DT01291,Actros,India,Low,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01292,Arocs,Germany,Medium,Maintenance,Service reminder notification received,Maintenance
DT01293,Atego,USA,High,Maintenance,Maintenance work order creation failed,Maintenance
DT01294,eActros,Brazil,Low,Maintenance,Vehicle due for scheduled service,Maintenance
DT01295,Axor,South Africa,Medium,Maintenance,Inspection checklist unavailable,Maintenance
DT01296,Actros,India,High,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01297,Arocs,Germany,Low,Maintenance,Service reminder notification received,Maintenance
DT01298,Atego,USA,Medium,Maintenance,Maintenance work order creation failed,Maintenance
DT01299,eActros,Brazil,High,Maintenance,Vehicle due for scheduled service,Maintenance
DT01300,Axor,South Africa,Low,Maintenance,Inspection checklist unavailable,Maintenance
DT01301,Actros,India,Medium,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01302,Arocs,Germany,High,Maintenance,Service reminder notification received,Maintenance
DT01303,Atego,USA,Low,Maintenance,Maintenance work order creation failed,Maintenance
DT01304,eActros,Brazil,Medium,Maintenance,Vehicle due for scheduled service,Maintenance
DT01305,Axor,South Africa,High,Maintenance,Inspection checklist unavailable,Maintenance
DT01306,Actros,India,Low,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01307,Arocs,Germany,Medium,Maintenance,Service reminder notification received,Maintenance
DT01308,Atego,USA,High,Maintenance,Maintenance work order creation failed,Maintenance
DT01309,eActros,Brazil,Low,Maintenance,Vehicle due for scheduled service,Maintenance
DT01310,Axor,South Africa,Medium,Maintenance,Inspection checklist unavailable,Maintenance
DT01311,Actros,India,High,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01312,Arocs,Germany,Low,Maintenance,Service reminder notification received,Maintenance
DT01313,Atego,USA,Medium,Maintenance,Maintenance work order creation failed,Maintenance
DT01314,eActros,Brazil,High,Maintenance,Vehicle due for scheduled service,Maintenance
DT01315,Axor,South Africa,Low,Maintenance,Inspection checklist unavailable,Maintenance
DT01316,Actros,India,Medium,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01317,Arocs,Germany,High,Maintenance,Service reminder notification received,Maintenance
DT01318,Atego,USA,Low,Maintenance,Maintenance work order creation failed,Maintenance
DT01319,eActros,Brazil,Medium,Maintenance,Vehicle due for scheduled service,Maintenance
DT01320,Axor,South Africa,High,Maintenance,Inspection checklist unavailable,Maintenance
DT01321,Actros,India,Low,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01322,Arocs,Germany,Medium,Maintenance,Service reminder notification received,Maintenance
DT01323,Atego,USA,High,Maintenance,Maintenance work order creation failed,Maintenance
DT01324,eActros,Brazil,Low,Maintenance,Vehicle due for scheduled service,Maintenance
DT01325,Axor,South Africa,Medium,Maintenance,Inspection checklist unavailable,Maintenance
DT01326,Actros,India,High,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01327,Arocs,Germany,Low,Maintenance,Service reminder notification received,Maintenance
DT01328,Atego,USA,Medium,Maintenance,Maintenance work order creation failed,Maintenance
DT01329,eActros,Brazil,High,Maintenance,Vehicle due for scheduled service,Maintenance
DT01330,Axor,South Africa,Low,Maintenance,Inspection checklist unavailable,Maintenance
DT01331,Actros,India,Medium,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01332,Arocs,Germany,High,Maintenance,Service reminder notification received,Maintenance
DT01333,Atego,USA,Low,Maintenance,Maintenance work order creation failed,Maintenance
DT01334,eActros,Brazil,Medium,Maintenance,Vehicle due for scheduled service,Maintenance
DT01335,Axor,South Africa,High,Maintenance,Inspection checklist unavailable,Maintenance
DT01336,Actros,India,Low,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01337,Arocs,Germany,Medium,Maintenance,Service reminder notification received,Maintenance
DT01338,Atego,USA,High,Maintenance,Maintenance work order creation failed,Maintenance
DT01339,eActros,Brazil,Low,Maintenance,Vehicle due for scheduled service,Maintenance
DT01340,Axor,South Africa,Medium,Maintenance,Inspection checklist unavailable,Maintenance
DT01341,Actros,India,High,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01342,Arocs,Germany,Low,Maintenance,Service reminder notification received,Maintenance
DT01343,Atego,USA,Medium,Maintenance,Maintenance work order creation failed,Maintenance
DT01344,eActros,Brazil,High,Maintenance,Vehicle due for scheduled service,Maintenance
DT01345,Axor,South Africa,Low,Maintenance,Inspection checklist unavailable,Maintenance
DT01346,Actros,India,Medium,Maintenance,Preventive maintenance scheduling request,Maintenance
DT01347,Arocs,Germany,High,Maintenance,Service reminder notification received,Maintenance
DT01348,Atego,USA,Low,Maintenance,Maintenance work order creation failed,Maintenance
DT01349,eActros,Brazil,Medium,Maintenance,Vehicle due for scheduled service,Maintenance
DT01350,Axor,South Africa,High,Maintenance,Inspection checklist unavailable,Maintenance
DT01351,Actros,India,Low,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01352,Arocs,Germany,Medium,Infotainment,Radio not functioning properly,Infotainment
DT01353,Atego,USA,High,Infotainment,Bluetooth connectivity issue,Infotainment
DT01354,eActros,Brazil,Low,Infotainment,Display screen frozen during operation,Infotainment
DT01355,Axor,South Africa,Medium,Infotainment,Audio system intermittent failure,Infotainment
DT01356,Actros,India,High,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01357,Arocs,Germany,Low,Infotainment,Radio not functioning properly,Infotainment
DT01358,Atego,USA,Medium,Infotainment,Bluetooth connectivity issue,Infotainment
DT01359,eActros,Brazil,High,Infotainment,Display screen frozen during operation,Infotainment
DT01360,Axor,South Africa,Low,Infotainment,Audio system intermittent failure,Infotainment
DT01361,Actros,India,Medium,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01362,Arocs,Germany,High,Infotainment,Radio not functioning properly,Infotainment
DT01363,Atego,USA,Low,Infotainment,Bluetooth connectivity issue,Infotainment
DT01364,eActros,Brazil,Medium,Infotainment,Display screen frozen during operation,Infotainment
DT01365,Axor,South Africa,High,Infotainment,Audio system intermittent failure,Infotainment
DT01366,Actros,India,Low,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01367,Arocs,Germany,Medium,Infotainment,Radio not functioning properly,Infotainment
DT01368,Atego,USA,High,Infotainment,Bluetooth connectivity issue,Infotainment
DT01369,eActros,Brazil,Low,Infotainment,Display screen frozen during operation,Infotainment
DT01370,Axor,South Africa,Medium,Infotainment,Audio system intermittent failure,Infotainment
DT01371,Actros,India,High,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01372,Arocs,Germany,Low,Infotainment,Radio not functioning properly,Infotainment
DT01373,Atego,USA,Medium,Infotainment,Bluetooth connectivity issue,Infotainment
DT01374,eActros,Brazil,High,Infotainment,Display screen frozen during operation,Infotainment
DT01375,Axor,South Africa,Low,Infotainment,Audio system intermittent failure,Infotainment
DT01376,Actros,India,Medium,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01377,Arocs,Germany,High,Infotainment,Radio not functioning properly,Infotainment
DT01378,Atego,USA,Low,Infotainment,Bluetooth connectivity issue,Infotainment
DT01379,eActros,Brazil,Medium,Infotainment,Display screen frozen during operation,Infotainment
DT01380,Axor,South Africa,High,Infotainment,Audio system intermittent failure,Infotainment
DT01381,Actros,India,Low,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01382,Arocs,Germany,Medium,Infotainment,Radio not functioning properly,Infotainment
DT01383,Atego,USA,High,Infotainment,Bluetooth connectivity issue,Infotainment
DT01384,eActros,Brazil,Low,Infotainment,Display screen frozen during operation,Infotainment
DT01385,Axor,South Africa,Medium,Infotainment,Audio system intermittent failure,Infotainment
DT01386,Actros,India,High,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01387,Arocs,Germany,Low,Infotainment,Radio not functioning properly,Infotainment
DT01388,Atego,USA,Medium,Infotainment,Bluetooth connectivity issue,Infotainment
DT01389,eActros,Brazil,High,Infotainment,Display screen frozen during operation,Infotainment
DT01390,Axor,South Africa,Low,Infotainment,Audio system intermittent failure,Infotainment
DT01391,Actros,India,Medium,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01392,Arocs,Germany,High,Infotainment,Radio not functioning properly,Infotainment
DT01393,Atego,USA,Low,Infotainment,Bluetooth connectivity issue,Infotainment
DT01394,eActros,Brazil,Medium,Infotainment,Display screen frozen during operation,Infotainment
DT01395,Axor,South Africa,High,Infotainment,Audio system intermittent failure,Infotainment
DT01396,Actros,India,Low,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01397,Arocs,Germany,Medium,Infotainment,Radio not functioning properly,Infotainment
DT01398,Atego,USA,High,Infotainment,Bluetooth connectivity issue,Infotainment
DT01399,eActros,Brazil,Low,Infotainment,Display screen frozen during operation,Infotainment
DT01400,Axor,South Africa,Medium,Infotainment,Audio system intermittent failure,Infotainment
DT01401,Actros,India,High,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01402,Arocs,Germany,Low,Infotainment,Radio not functioning properly,Infotainment
DT01403,Atego,USA,Medium,Infotainment,Bluetooth connectivity issue,Infotainment
DT01404,eActros,Brazil,High,Infotainment,Display screen frozen during operation,Infotainment
DT01405,Axor,South Africa,Low,Infotainment,Audio system intermittent failure,Infotainment
DT01406,Actros,India,Medium,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01407,Arocs,Germany,High,Infotainment,Radio not functioning properly,Infotainment
DT01408,Atego,USA,Low,Infotainment,Bluetooth connectivity issue,Infotainment
DT01409,eActros,Brazil,Medium,Infotainment,Display screen frozen during operation,Infotainment
DT01410,Axor,South Africa,High,Infotainment,Audio system intermittent failure,Infotainment
DT01411,Actros,India,Low,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01412,Arocs,Germany,Medium,Infotainment,Radio not functioning properly,Infotainment
DT01413,Atego,USA,High,Infotainment,Bluetooth connectivity issue,Infotainment
DT01414,eActros,Brazil,Low,Infotainment,Display screen frozen during operation,Infotainment
DT01415,Axor,South Africa,Medium,Infotainment,Audio system intermittent failure,Infotainment
DT01416,Actros,India,High,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01417,Arocs,Germany,Low,Infotainment,Radio not functioning properly,Infotainment
DT01418,Atego,USA,Medium,Infotainment,Bluetooth connectivity issue,Infotainment
DT01419,eActros,Brazil,High,Infotainment,Display screen frozen during operation,Infotainment
DT01420,Axor,South Africa,Low,Infotainment,Audio system intermittent failure,Infotainment
DT01421,Actros,India,Medium,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01422,Arocs,Germany,High,Infotainment,Radio not functioning properly,Infotainment
DT01423,Atego,USA,Low,Infotainment,Bluetooth connectivity issue,Infotainment
DT01424,eActros,Brazil,Medium,Infotainment,Display screen frozen during operation,Infotainment
DT01425,Axor,South Africa,High,Infotainment,Audio system intermittent failure,Infotainment
DT01426,Actros,India,Low,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01427,Arocs,Germany,Medium,Infotainment,Radio not functioning properly,Infotainment
DT01428,Atego,USA,High,Infotainment,Bluetooth connectivity issue,Infotainment
DT01429,eActros,Brazil,Low,Infotainment,Display screen frozen during operation,Infotainment
DT01430,Axor,South Africa,Medium,Infotainment,Audio system intermittent failure,Infotainment
DT01431,Actros,India,High,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01432,Arocs,Germany,Low,Infotainment,Radio not functioning properly,Infotainment
DT01433,Atego,USA,Medium,Infotainment,Bluetooth connectivity issue,Infotainment
